Employee_ID,Employee_Name,Department,Role,Base_Salary,Overtime_Hours,Overtime_Pay,Bonuses,Deductions,Net_Pay
3641,Employee_215,Finance,Financial Analyst,71260.68,4.65,238.96,6287.65,9442.3,68344.99
3642,Employee_245,Product,Product Manager,114967.59,15.04,1246.96,3577.99,15103.85,104688.69
3643,Employee_390,Finance,Accountant,78539.42,1.63,92.32,6855.44,8678.24,76808.94
3644,Employee_226,Engineering,DevOps Engineer,114540.56,3.0,247.8,2394.98,13075.71,104107.63
3645,Employee_152,Product,UI/UX Designer,95550.36,6.02,414.82,15345.63,6097.39,105213.42
3646,Employee_7,HR,HR Manager,76408.76,0.06,3.31,9103.89,7673.16,77842.8
3647,Employee_186,Product,Product Manager,117465.53,4.16,352.4,14498.27,12887.11,119429.09
3648,Employee_72,Engineering,DevOps Engineer,122787.5,16.06,1422.09,10430.15,9707.47,124932.27
3649,Employee_174,Finance,Accountant,66142.72,16.07,766.52,5540.08,5442.17,67007.15
3650,Employee_185,Customer Support,Support Specialist,60047.4,3.06,132.51,1059.6,4995.61,56243.9
3651,Employee_40,Engineering,Software Engineer,123464.64,9.73,866.33,23492.04,7906.05,139916.96
3652,Employee_62,Engineering,Software Engineer,107991.42,18.78,1462.56,4924.83,12686.84,101691.97
3653,Employee_185,Customer Support,Support Specialist,60047.4,1.41,61.06,2893.68,8016.37,54985.77
3654,Employee_417,Product,UI/UX Designer,111143.5,16.13,1292.84,20568.69,16060.04,116944.99
3655,Employee_28,Marketing,SEO Specialist,68955.96,19.1,949.8,6985.04,9860.83,67029.97
3656,Employee_284,HR,HR Manager,73448.53,18.21,964.54,12391.71,4855.91,81948.87
3657,Employee_80,HR,HR Manager,89721.21,1.66,107.41,2234.4,7593.24,84469.78
3658,Employee_475,Finance,Accountant,63402.58,6.99,319.6,948.85,6941.37,57729.66
3659,Employee_78,Customer Support,Support Specialist,63373.08,16.02,732.14,1901.57,4539.25,61467.54
3660,Employee_377,Product,UI/UX Designer,109223.29,18.03,1420.17,19370.28,8613.16,121400.58
3661,Employee_354,Engineering,Software Engineer,128237.39,12.58,1163.38,10071.85,7737.81,131734.81
3662,Employee_147,Finance,Accountant,67467.77,3.77,183.43,8484.2,6681.97,69453.43
3663,Employee_477,Sales,Sales Executive,102620.09,10.25,758.55,7511.57,12740.25,98149.96
3664,Employee_78,Customer Support,Support Specialist,63373.08,4.96,226.68,11547.88,8971.31,66176.33
3665,Employee_41,HR,Recruiter,77665.37,17.52,981.27,1097.63,7272.66,72471.61
3666,Employee_318,Sales,Sales Executive,80543.81,18.22,1058.3,12708.18,8686.64,85623.65
3667,Employee_398,Product,UI/UX Designer,80175.88,1.75,101.18,7026.27,10783.71,76519.62
3668,Employee_118,Engineering,Software Engineer,118106.64,2.72,231.67,15820.09,13278.46,120879.94
3669,Employee_187,Product,UI/UX Designer,96225.14,7.39,512.82,12793.34,13921.34,95609.96
3670,Employee_312,Product,Product Manager,119284.49,13.06,1123.45,10293.75,12986.21,117715.48
3671,Employee_157,Engineering,DevOps Engineer,119119.41,0.57,48.96,19235.14,7050.25,131353.26
3672,Employee_185,Customer Support,Support Specialist,60047.4,15.86,686.79,9702.38,6731.12,63705.45
3673,Employee_452,Product,UI/UX Designer,106873.4,17.76,1368.8,16740.08,13745.29,111236.99
3674,Employee_287,HR,Recruiter,78996.5,11.23,639.76,6524.32,10314.44,75846.14
3675,Employee_416,Product,UI/UX Designer,93593.77,8.17,551.44,6253.96,9839.96,90559.21
3676,Employee_271,Marketing,Marketing Manager,96974.79,14.54,1016.84,1231.75,5352.17,93871.21
3677,Employee_397,HR,HR Manager,97773.42,8.76,617.66,18573.94,7914.9,109050.12
3678,Employee_33,HR,HR Manager,96685.83,11.29,787.2,16628.42,6183.58,107917.87
3679,Employee_350,Customer Support,Customer Success Manager,70966.98,13.71,701.65,5588.79,7048.65,70208.77
3680,Employee_451,Product,Product Manager,137426.48,7.41,734.37,8854.35,8256.14,138759.06
3681,Employee_348,HR,Recruiter,69688.21,2.66,133.68,13198.77,4399.8,78620.86
3682,Employee_216,Sales,Sales Executive,102772.76,13.5,1000.55,6226.17,10521.49,99477.99
3683,Employee_269,HR,HR Manager,72400.4,12.26,640.12,7097.93,9642.45,70496.0
3684,Employee_414,Finance,Financial Analyst,74379.84,5.57,298.77,12620.49,4668.38,82630.72
3685,Employee_354,Engineering,Software Engineer,128237.39,5.01,463.32,15233.7,10056.83,133877.58
3686,Employee_422,Engineering,DevOps Engineer,115836.27,13.52,1129.4,2630.23,14611.36,104984.54
3687,Employee_460,HR,Recruiter,79689.64,8.63,495.95,1434.62,5803.91,75816.3
3688,Employee_133,Customer Support,Customer Success Manager,86270.51,2.39,148.69,13586.53,4824.47,95181.26
3689,Employee_421,Engineering,Data Scientist,100666.63,17.48,1268.98,11005.64,14550.7,98390.55
3690,Employee_434,HR,Recruiter,72393.34,16.57,865.07,7709.48,4025.38,76942.51
3691,Employee_494,Engineering,Software Engineer,94346.89,16.98,1155.3,8464.25,14120.21,89846.23
3692,Employee_413,Customer Support,Customer Success Manager,77506.76,7.94,443.8,3601.82,10940.9,70611.48
3693,Employee_440,Product,Product Manager,139445.26,19.87,1998.16,27179.77,10111.69,158511.5
3694,Employee_197,HR,Recruiter,76035.51,9.28,508.85,11735.64,5183.96,83096.04
3695,Employee_122,Product,Product Manager,148996.86,5.37,577.0,7209.19,21045.1,135737.95
3696,Employee_87,Sales,Account Manager,80684.32,2.57,149.54,9661.58,10777.12,79718.32
3697,Employee_370,Finance,Accountant,82967.03,3.81,227.96,1310.11,7036.21,77468.89
3698,Employee_304,Finance,Accountant,63297.68,13.55,618.52,12382.27,3798.08,72500.39
3699,Employee_427,Finance,Financial Analyst,90322.13,0.67,43.64,12027.88,9049.05,93344.6
3700,Employee_208,Engineering,Data Scientist,122722.27,10.87,962.01,8141.94,8318.55,123507.67
3701,Employee_183,Marketing,SEO Specialist,89277.57,3.46,222.76,10357.3,10956.23,88901.4
3702,Employee_404,Sales,Account Manager,100088.29,8.7,627.96,10114.3,14541.77,96288.78
3703,Employee_476,Product,Product Manager,148152.58,5.9,630.36,8380.15,13993.03,143170.06
3704,Employee_141,Engineering,DevOps Engineer,130335.45,6.97,655.12,12511.7,6814.47,136687.8
3705,Employee_214,Marketing,Marketing Manager,94159.39,18.38,1248.06,8780.12,5188.64,98998.93
3706,Employee_494,Engineering,Software Engineer,94346.89,11.66,793.33,15712.05,8925.35,101926.92
3707,Employee_499,Finance,Accountant,70358.79,1.64,83.21,7819.34,8888.12,69373.22
3708,Employee_235,Sales,Account Manager,106550.25,5.01,384.96,16127.0,6932.24,116129.97
3709,Employee_477,Sales,Sales Executive,102620.09,13.03,964.28,5872.82,11016.78,98440.41
3710,Employee_169,Engineering,Software Engineer,129605.63,7.04,658.0,15482.75,15750.84,129995.54
3711,Employee_80,HR,HR Manager,89721.21,14.03,907.78,8739.97,8441.44,90927.52
3712,Employee_206,Product,UI/UX Designer,108796.85,0.9,70.61,21466.57,13583.83,116750.2
3713,Employee_368,Product,Product Manager,131026.37,9.75,921.28,6815.78,6880.31,131883.12
3714,Employee_328,Engineering,DevOps Engineer,105929.64,5.56,424.74,5207.27,12450.23,99111.42
3715,Employee_269,HR,HR Manager,72400.4,19.87,1037.45,1248.02,5518.24,69167.63
3716,Employee_457,Customer Support,Support Specialist,63546.35,14.97,686.03,12379.84,5880.25,70731.97
3717,Employee_456,HR,HR Manager,77609.09,19.89,1113.21,11931.61,7952.39,82701.52
3718,Employee_207,Sales,Account Manager,86610.04,10.18,635.83,15356.02,7394.16,95207.73
3719,Employee_336,HR,Recruiter,61240.41,10.46,461.95,9349.87,3291.17,67761.06
3720,Employee_207,Sales,Account Manager,86610.04,19.15,1196.09,9286.38,10638.05,86454.46
3721,Employee_403,Customer Support,Customer Success Manager,65946.59,15.35,730.01,9270.19,5600.27,70346.52
3722,Employee_165,Product,UI/UX Designer,83457.92,5.47,329.22,11333.0,5217.51,89902.63
3723,Employee_284,HR,HR Manager,73448.53,9.26,490.48,3581.52,10866.85,66653.68
3724,Employee_414,Finance,Financial Analyst,74379.84,4.68,251.03,948.34,10175.68,65403.53
3725,Employee_240,Customer Support,Support Specialist,54892.73,12.68,501.95,8362.89,5466.71,58290.86
3726,Employee_353,Finance,Accountant,82442.37,5.39,320.46,4657.31,10515.08,76905.06
3727,Employee_334,Finance,Accountant,74067.85,14.41,769.7,13709.86,6676.59,81870.82
3728,Employee_110,Marketing,Marketing Manager,89697.28,9.42,609.34,6784.64,4930.26,92161.0
3729,Employee_421,Engineering,Data Scientist,100666.63,12.04,874.06,13395.67,14865.68,100070.68
3730,Employee_63,Sales,Sales Executive,80560.98,7.52,436.89,6216.07,5414.75,81799.19
3731,Employee_158,Product,UI/UX Designer,118293.54,16.39,1398.2,9063.43,15145.63,113609.54
3732,Employee_204,Sales,Sales Executive,104541.17,3.27,246.53,1886.25,7081.23,99592.72
3733,Employee_109,Engineering,Data Scientist,137639.01,2.81,278.92,13541.94,14862.15,136597.72
3734,Employee_387,Marketing,SEO Specialist,68055.14,15.78,774.45,13415.4,4860.41,77384.58
3735,Employee_236,Marketing,Marketing Manager,105530.87,9.14,695.59,20941.96,12301.69,114866.73
3736,Employee_90,HR,HR Manager,86745.46,16.07,1005.29,6802.25,8150.48,86402.52
3737,Employee_400,Engineering,Software Engineer,135118.26,4.3,419.0,18152.7,7736.04,145953.92
3738,Employee_14,Customer Support,Support Specialist,69359.67,6.19,309.62,10147.91,7767.79,72049.41
3739,Employee_397,HR,HR Manager,97773.42,2.76,194.61,4445.59,8672.32,93741.3
3740,Employee_106,Finance,Accountant,78888.19,6.5,369.79,4157.83,10865.09,72550.72
3741,Employee_367,HR,Recruiter,74387.34,13.46,722.06,6726.42,7589.56,74246.26
3742,Employee_1,Engineering,Data Scientist,131591.23,15.99,1517.41,4522.71,10124.04,127507.31
3743,Employee_183,Marketing,SEO Specialist,89277.57,12.92,831.83,11458.23,13257.66,88309.97
3744,Employee_187,Product,UI/UX Designer,96225.14,13.32,924.32,11982.64,7914.16,101217.94
3745,Employee_362,Customer Support,Customer Success Manager,67335.11,13.15,638.55,8498.5,3662.19,72809.97
3746,Employee_348,HR,Recruiter,69688.21,16.65,836.76,12487.18,3718.41,79293.74
3747,Employee_369,Engineering,Software Engineer,90475.9,4.74,309.27,560.96,11646.34,79699.79
3748,Employee_338,HR,HR Manager,92308.14,3.57,237.65,4522.07,7046.47,90021.39
3749,Employee_451,Product,Product Manager,137426.48,5.65,559.95,912.26,11081.78,127816.91
3750,Employee_223,Engineering,Software Engineer,127177.16,11.55,1059.3,3712.73,12685.75,119263.44
3751,Employee_136,Customer Support,Support Specialist,52510.59,8.52,322.64,4169.06,4947.02,52055.27
3752,Employee_137,HR,HR Manager,86105.93,9.37,581.84,9561.36,9383.42,86865.71
3753,Employee_239,Sales,Account Manager,105780.48,9.38,715.54,5050.31,5994.47,105551.86
3754,Employee_13,Engineering,DevOps Engineer,127605.42,16.7,1536.79,12222.7,18447.2,122917.71
3755,Employee_51,Customer Support,Customer Success Manager,86347.22,16.96,1056.09,1919.87,4503.87,84819.31
3756,Employee_421,Engineering,Data Scientist,100666.63,0.6,43.56,7652.2,7292.07,101070.32
3757,Employee_365,Marketing,SEO Specialist,67548.02,18.31,891.93,3950.14,4697.75,67692.34
3758,Employee_387,Marketing,SEO Specialist,68055.14,1.76,86.38,9217.22,5622.8,71735.94
3759,Employee_68,Finance,Financial Analyst,82135.3,12.29,727.96,11567.73,11984.9,82446.09
3760,Employee_196,Marketing,Marketing Manager,88603.71,7.06,451.11,8289.65,6552.44,90792.03
3761,Employee_188,Finance,Accountant,82553.93,13.11,780.49,3145.94,8641.15,77839.21
3762,Employee_329,Sales,Sales Executive,117167.07,1.27,107.31,8605.62,13003.24,112876.76
3763,Employee_67,Finance,Financial Analyst,76158.95,1.27,69.75,10308.8,7222.12,79315.38
3764,Employee_431,Finance,Financial Analyst,78820.37,18.26,1037.93,4111.2,9598.22,74371.28
3765,Employee_416,Product,UI/UX Designer,93593.77,0.33,22.27,9645.3,5663.75,97597.59
3766,Employee_281,HR,HR Manager,77183.53,10.13,563.85,11731.24,9538.64,79939.98
3767,Employee_415,Engineering,DevOps Engineer,115025.91,9.64,799.65,15037.99,11627.75,119235.8
3768,Employee_145,Marketing,SEO Specialist,86015.97,8.82,547.11,15810.58,6264.3,96109.36
3769,Employee_477,Sales,Sales Executive,102620.09,5.2,384.83,18427.88,7134.15,114298.65
3770,Employee_225,Sales,Sales Executive,87872.15,12.94,820.0,2305.24,9280.86,81716.53
3771,Employee_222,Marketing,SEO Specialist,87534.39,19.0,1199.39,9745.37,12116.68,86362.47
3772,Employee_387,Marketing,SEO Specialist,68055.14,19.83,973.22,10827.89,4675.91,75180.34
3773,Employee_51,Customer Support,Customer Success Manager,86347.22,6.41,399.15,9490.78,9062.8,87174.35
3774,Employee_16,Sales,Sales Executive,111813.1,8.29,668.46,3799.12,10730.59,105550.09
3775,Employee_307,Sales,Account Manager,94893.08,10.08,689.8,17699.8,12207.35,101075.33
3776,Employee_46,Customer Support,Support Specialist,54619.22,10.03,395.07,6911.52,4381.27,57544.54
3777,Employee_309,Product,Product Manager,111718.14,11.09,893.48,6842.12,10501.49,108952.25
3778,Employee_240,Customer Support,Support Specialist,54892.73,10.5,415.65,9295.59,4266.5,60337.47
3779,Employee_113,Marketing,SEO Specialist,79911.38,3.56,205.16,9193.5,9885.92,79424.12
3780,Employee_366,Engineering,Software Engineer,91515.56,5.9,389.38,6394.82,11975.61,86324.15
3781,Employee_146,Finance,Financial Analyst,87008.47,2.82,176.95,16039.48,7741.48,95483.42
3782,Employee_235,Sales,Account Manager,106550.25,4.86,373.44,13422.54,10029.7,110316.53
3783,Employee_320,Finance,Financial Analyst,79891.04,0.68,39.18,10821.39,8900.44,81851.17
3784,Employee_228,Product,Product Manager,135957.32,1.15,112.75,14022.73,15928.37,134164.43
3785,Employee_197,HR,Recruiter,76035.51,7.15,392.06,12729.13,5490.44,83666.26
3786,Employee_499,Finance,Accountant,70358.79,11.22,569.3,10737.09,7301.96,74363.22
3787,Employee_475,Finance,Accountant,63402.58,7.85,358.93,1492.72,4817.99,60436.24
3788,Employee_351,Finance,Financial Analyst,80067.6,4.43,255.79,6877.47,8687.73,78513.13
3789,Employee_390,Finance,Accountant,78539.42,14.01,793.51,7215.33,7170.46,79377.8
3790,Employee_323,Engineering,Software Engineer,118872.17,16.35,1401.61,7935.67,16226.54,111982.91
3791,Employee_272,Customer Support,Support Specialist,55422.76,9.92,396.49,10660.0,4613.83,61865.42
3792,Employee_344,Sales,Account Manager,97937.69,11.33,800.22,17141.11,6855.6,109023.42
3793,Employee_161,HR,HR Manager,94480.35,18.46,1257.77,14147.61,5933.86,103951.87
3794,Employee_358,Customer Support,Customer Success Manager,83781.65,4.38,264.64,15365.84,4261.07,95151.06
3795,Employee_152,Product,UI/UX Designer,95550.36,12.05,830.32,11323.0,11887.18,95816.5
3796,Employee_418,HR,HR Manager,80728.98,3.67,213.66,11501.91,9785.27,82659.28
3797,Employee_331,Engineering,Software Engineer,143104.09,18.58,1917.46,3998.92,18974.02,130046.45
3798,Employee_322,Finance,Accountant,78255.69,15.92,898.44,9610.77,5208.73,83556.17
3799,Employee_16,Sales,Sales Executive,111813.1,2.4,193.52,8011.68,7449.74,112568.56
3800,Employee_356,Marketing,Marketing Manager,108512.57,4.65,363.88,10309.31,12841.96,106343.8
3801,Employee_85,Finance,Financial Analyst,81611.97,14.4,847.51,47.83,11751.65,70755.66
3802,Employee_438,Finance,Financial Analyst,77468.2,14.0,782.13,12805.29,7073.08,83982.54
3803,Employee_225,Sales,Sales Executive,87872.15,15.75,998.07,4075.19,4461.99,88483.42
3804,Employee_68,Finance,Financial Analyst,82135.3,8.12,480.97,12601.96,12235.33,82982.9
3805,Employee_140,Product,UI/UX Designer,85079.91,10.33,633.8,5177.16,6612.42,84278.45
3806,Employee_68,Finance,Financial Analyst,82135.3,7.71,456.68,14575.32,6664.41,90502.89
3807,Employee_404,Sales,Account Manager,100088.29,4.39,316.87,14127.89,14933.71,99599.34
3808,Employee_490,Engineering,Data Scientist,153047.74,8.08,891.8,25023.06,19706.87,159255.73
3809,Employee_420,Finance,Accountant,62732.13,14.09,637.42,4087.96,4830.11,62627.4
3810,Employee_139,Product,Product Manager,111263.01,0.43,34.5,5936.41,6214.9,111019.02
3811,Employee_487,Sales,Sales Executive,78776.28,17.76,1008.94,4441.48,11075.52,73151.18
3812,Employee_65,HR,HR Manager,91997.17,18.6,1234.0,15696.58,5073.55,103854.2
3813,Employee_439,Product,Product Manager,119218.15,0.24,20.63,17124.82,14257.62,122105.98
3814,Employee_308,Finance,Accountant,77591.66,15.18,849.4,10231.63,7392.19,81280.5
3815,Employee_350,Customer Support,Customer Success Manager,70966.98,0.35,17.91,9238.8,5740.15,74483.54
3816,Employee_60,Product,Product Manager,144850.02,14.31,1494.81,15742.39,12159.78,149927.44
3817,Employee_387,Marketing,SEO Specialist,68055.14,9.83,482.44,5986.15,8294.56,66229.17
3818,Employee_287,HR,Recruiter,78996.5,2.01,114.51,4533.4,4394.05,79250.36
3819,Employee_101,Engineering,Data Scientist,120989.36,19.52,1703.16,8574.54,14446.33,116820.73
3820,Employee_14,Customer Support,Support Specialist,69359.67,9.75,487.69,12326.38,6040.41,76133.33
3821,Employee_372,Marketing,SEO Specialist,77627.79,7.3,408.67,2907.66,6163.92,74780.2
3822,Employee_27,Engineering,Software Engineer,103921.89,16.57,1241.82,7989.02,14333.78,98818.95
3823,Employee_67,Finance,Financial Analyst,76158.95,0.77,42.29,13441.51,7432.86,82209.89
3824,Employee_65,HR,HR Manager,91997.17,13.21,876.41,8562.92,11204.08,90232.42
3825,Employee_32,Sales,Account Manager,97660.88,10.64,749.36,17374.16,13092.71,102691.69
3826,Employee_266,Product,UI/UX Designer,113689.27,0.41,33.61,2403.41,7714.46,108411.83
3827,Employee_465,Marketing,SEO Specialist,71726.32,12.1,625.88,6990.44,5534.15,73808.49
3828,Employee_488,Customer Support,Support Specialist,58815.11,11.42,484.38,7013.79,3629.02,62684.26
3829,Employee_479,Product,Product Manager,139336.51,12.73,1279.15,9484.71,15656.53,134443.84
3830,Employee_427,Finance,Financial Analyst,90322.13,1.25,81.42,17115.44,6726.28,100792.71
3831,Employee_166,Marketing,Marketing Manager,105627.26,6.75,514.17,9501.19,7014.34,108628.28
3832,Employee_477,Sales,Sales Executive,102620.09,2.49,184.27,6480.26,9340.71,99943.91
3833,Employee_433,Engineering,DevOps Engineer,106958.96,6.68,515.25,20251.53,8229.87,119495.87
3834,Employee_199,Product,UI/UX Designer,103909.24,16.49,1235.67,2890.12,13048.75,94986.28
3835,Employee_487,Sales,Sales Executive,78776.28,12.6,715.8,12659.98,5519.62,86632.44
3836,Employee_322,Finance,Accountant,78255.69,3.37,190.18,12767.67,10769.02,80444.52
3837,Employee_264,HR,Recruiter,76610.05,8.87,490.05,2307.65,5779.22,73628.53
3838,Employee_217,Engineering,DevOps Engineer,98089.2,6.85,484.55,15031.21,11575.44,102029.52
3839,Employee_293,Customer Support,Support Specialist,59459.26,18.3,784.69,77.25,8244.05,52077.15
3840,Employee_460,HR,Recruiter,79689.64,18.41,1057.99,2119.49,6662.46,76204.66
3841,Employee_121,HR,HR Manager,80704.35,2.72,158.3,10062.72,7397.24,83528.13
3842,Employee_315,Sales,Sales Executive,102728.26,7.76,574.88,10407.36,8029.83,105680.67
3843,Employee_165,Product,UI/UX Designer,83457.92,10.75,647.0,2879.31,5930.9,81053.33
3844,Employee_111,HR,Recruiter,76144.76,16.46,903.85,6093.02,5868.07,77273.56
3845,Employee_14,Customer Support,Support Specialist,69359.67,17.57,878.83,8368.32,9676.03,68930.79
3846,Employee_99,Marketing,SEO Specialist,70291.63,17.36,880.0,116.37,8366.29,62921.71
3847,Employee_16,Sales,Sales Executive,111813.1,1.45,116.92,5823.43,7716.7,110036.75
3848,Employee_96,Sales,Account Manager,105616.84,12.22,930.75,18680.34,13073.8,112154.13
3849,Employee_264,HR,Recruiter,76610.05,7.22,398.89,11644.04,10707.37,77945.61
3850,Employee_315,Sales,Sales Executive,102728.26,4.63,343.0,2382.28,13161.88,92291.66
3851,Employee_20,Marketing,Marketing Manager,100733.96,6.77,491.8,8879.87,6950.8,103154.83
3852,Employee_262,HR,Recruiter,75192.06,3.12,169.18,13170.04,11141.28,77390.0
3853,Employee_376,Customer Support,Support Specialist,58931.35,10.82,459.83,3076.09,8738.26,53729.01
3854,Employee_455,Customer Support,Customer Success Manager,72003.34,9.9,514.06,3326.59,10616.87,65227.12
3855,Employee_8,HR,Recruiter,83567.22,14.6,879.87,10116.33,10990.81,83572.61
3856,Employee_128,Sales,Account Manager,80526.55,6.32,367.02,12089.92,7972.85,85010.64
3857,Employee_10,Product,Product Manager,141596.14,18.6,1899.29,12365.43,9317.21,146543.65
3858,Employee_154,HR,HR Manager,96645.9,15.67,1092.15,9755.01,9175.17,98317.89
3859,Employee_74,Sales,Account Manager,101058.12,12.47,908.79,9965.87,7066.35,104866.43
3860,Employee_1,Engineering,Data Scientist,131591.23,14.54,1379.81,12514.88,19207.88,126278.04
3861,Employee_411,Marketing,SEO Specialist,87708.74,8.78,555.35,903.77,6696.14,82471.72
3862,Employee_316,Finance,Financial Analyst,74949.96,10.55,570.23,8698.79,7610.37,76608.61
3863,Employee_426,Marketing,Marketing Manager,82738.51,6.87,409.91,10872.59,11936.21,82084.8
3864,Employee_21,Marketing,Marketing Manager,101228.5,4.18,305.15,15039.78,12828.92,103744.51
3865,Employee_381,Customer Support,Support Specialist,65083.74,17.93,841.55,8526.34,4918.95,69532.68
3866,Employee_383,Product,UI/UX Designer,118502.28,6.61,564.88,20315.59,9452.77,129929.98
3867,Employee_143,Product,UI/UX Designer,112938.48,4.73,385.24,2278.22,11528.98,104072.96
3868,Employee_486,Customer Support,Customer Success Manager,78812.07,19.0,1079.88,3381.94,8800.53,74473.36
3869,Employee_140,Product,UI/UX Designer,85079.91,7.6,466.3,11180.65,11237.68,85489.18
3870,Employee_177,Finance,Financial Analyst,94073.37,3.73,253.05,14548.93,8944.46,99930.89
3871,Employee_476,Product,Product Manager,148152.58,19.53,2086.6,22309.2,19852.48,152695.9
3872,Employee_171,Marketing,SEO Specialist,66355.47,8.38,401.0,11020.51,6768.42,71008.56
3873,Employee_9,Sales,Account Manager,105338.79,3.48,264.36,13447.59,12130.35,106920.39
3874,Employee_468,Finance,Financial Analyst,75715.79,15.49,845.8,12213.79,5413.28,83362.1
3875,Employee_116,Product,UI/UX Designer,113572.05,2.32,190.01,11490.73,16722.42,108530.37
3876,Employee_34,Finance,Financial Analyst,71525.86,15.35,791.77,2420.7,9467.3,65271.03
3877,Employee_41,HR,Recruiter,77665.37,0.97,54.33,13489.58,11023.42,80185.86
3878,Employee_101,Engineering,Data Scientist,120989.36,2.46,214.64,11206.66,17852.56,114558.1
3879,Employee_380,Engineering,Data Scientist,154624.44,17.07,1903.44,13998.03,20431.65,150094.26
3880,Employee_463,HR,HR Manager,80403.65,14.82,859.31,12746.33,7815.18,86194.11
3881,Employee_247,Finance,Accountant,84445.3,7.09,431.77,1320.83,6300.49,79897.41
3882,Employee_74,Sales,Account Manager,101058.12,2.05,149.4,6016.78,5997.3,101227.0
3883,Employee_273,Marketing,SEO Specialist,69302.94,12.06,602.74,6585.02,7957.43,68533.27
3884,Employee_404,Sales,Account Manager,100088.29,15.48,1117.33,3858.28,5844.76,99219.14
3885,Employee_394,Marketing,Marketing Manager,100815.91,14.99,1089.83,2678.18,9261.32,95322.6
3886,Employee_77,Sales,Sales Executive,101209.31,13.85,1010.88,18195.81,10502.78,109913.22
3887,Employee_461,Engineering,DevOps Engineer,103233.43,13.77,1025.14,5432.66,12839.93,96851.3
3888,Employee_192,Customer Support,Customer Success Manager,81324.22,19.22,1127.2,15191.64,11418.38,86224.68
3889,Employee_351,Finance,Financial Analyst,80067.6,6.35,366.66,4333.76,7970.15,76797.87
3890,Employee_108,HR,Recruiter,64312.62,14.64,678.99,7082.84,3641.21,68433.24
3891,Employee_395,HR,HR Manager,83509.64,6.23,375.19,13101.48,4912.76,92073.55
3892,Employee_331,Engineering,Software Engineer,143104.09,10.51,1084.63,13534.7,14533.89,143189.53
3893,Employee_127,HR,Recruiter,72791.19,9.89,519.16,4189.19,4964.38,72535.16
3894,Employee_364,Sales,Sales Executive,72791.65,12.38,649.88,1561.89,10380.37,64623.05
3895,Employee_415,Engineering,DevOps Engineer,115025.91,18.64,1546.21,20521.68,14675.9,122417.9
3896,Employee_155,Finance,Financial Analyst,72645.62,11.73,614.52,13529.48,6733.85,80055.77
3897,Employee_121,HR,HR Manager,80704.35,17.94,1044.11,410.07,8719.72,73438.81
3898,Employee_391,Customer Support,Support Specialist,67578.87,4.22,205.66,778.11,9643.37,58919.27
3899,Employee_36,Sales,Sales Executive,93779.36,1.08,73.04,18081.45,5735.12,106198.73
3900,Employee_241,HR,Recruiter,60076.0,13.61,589.64,11310.74,7903.98,64072.4
3901,Employee_174,Finance,Accountant,66142.72,19.28,919.64,9337.52,9342.7,67057.18
3902,Employee_345,Product,Product Manager,135486.09,8.32,812.92,13752.13,11712.95,138338.19
3903,Employee_338,HR,HR Manager,92308.14,14.95,995.2,2028.2,7582.32,87749.22
3904,Employee_129,Customer Support,Support Specialist,58606.4,6.07,256.54,6837.6,7592.24,58108.3
3905,Employee_242,Customer Support,Support Specialist,59933.88,18.94,818.62,9465.26,6667.18,63550.58
3906,Employee_490,Engineering,Data Scientist,153047.74,12.62,1392.88,8519.58,11919.23,151040.97
3907,Employee_161,HR,HR Manager,94480.35,7.93,540.31,13688.02,5270.43,103438.25
3908,Employee_221,Product,UI/UX Designer,113858.89,2.29,188.03,131.57,10983.4,103195.09
3909,Employee_312,Product,Product Manager,119284.49,12.34,1061.52,14293.69,17343.99,117295.71
3910,Employee_292,Customer Support,Support Specialist,62299.2,10.89,489.26,11943.1,7038.72,67692.84
3911,Employee_171,Marketing,SEO Specialist,66355.47,17.69,846.51,12058.8,7960.12,71300.66
3912,Employee_103,Marketing,SEO Specialist,86342.95,7.73,481.32,16251.27,11638.82,91436.72
3913,Employee_9,Sales,Account Manager,105338.79,7.86,597.09,2170.67,15599.11,92507.44
3914,Employee_231,Customer Support,Customer Success Manager,77892.29,17.03,956.61,10797.33,4467.54,85178.69
3915,Employee_266,Product,UI/UX Designer,113689.27,3.74,306.63,10329.54,5761.46,118563.98
3916,Employee_343,Product,UI/UX Designer,99650.03,4.64,333.44,7796.84,9850.95,97929.36
3917,Employee_330,Product,Product Manager,137055.41,5.89,582.16,11751.68,12620.72,136768.53
3918,Employee_66,Customer Support,Customer Success Manager,65321.41,5.77,271.81,9131.24,5914.26,68810.2
3919,Employee_353,Finance,Accountant,82442.37,15.3,909.64,1777.11,10488.5,74640.62
3920,Employee_70,Customer Support,Support Specialist,63171.57,15.81,720.25,5295.26,5420.08,63767.0
3921,Employee_232,Marketing,Marketing Manager,76549.94,17.75,979.88,6441.66,10352.77,73618.71
3922,Employee_168,Engineering,Software Engineer,106043.67,10.83,828.21,19050.62,15025.28,110897.22
3923,Employee_346,Engineering,Software Engineer,137223.05,1.44,142.5,9164.27,11923.47,134606.35
3924,Employee_496,Marketing,Marketing Manager,92010.3,1.39,92.23,5027.03,10571.98,86557.58
3925,Employee_438,Finance,Financial Analyst,77468.2,0.53,29.61,6883.02,7057.06,77323.77
3926,Employee_312,Product,Product Manager,119284.49,17.25,1483.89,9403.27,11745.11,118426.54
3927,Employee_242,Customer Support,Support Specialist,59933.88,15.5,669.93,2797.81,5232.48,58169.14
